plotid,date,species,tagnumber,status,cankerid,estdbh,dbh2012,symplfct,canker,lidelfct,x,y
BELTA08,9-May-08,UMCA,4924,Alive,NA,8.4,NA,19,0,NA,543310,4250510
BELTA08,9-May-08,UMCA,4923,Alive,NA,10.6,NA,14,0,NA,543310,4250510
BELTA08,9-May-08,UMCA,4929,Alive,NA,6.9,NA,34,0,NA,543310,4250510
BELTA08,18-May-07,UMCA,4931,Alive,NA,2.4,NA,72,0,NA,543310,4250510
BELTA08,9-May-08,UMCA,4927,Alive,NA,9.5,NA,37,0,NA,543310,4250510
BELTA08,18-May-07,UMCA,4930,Alive,NA,6.7,NA,58,0,NA,543310,4250510
BELTA08,9-May-08,UMCA,4965,Alive,NA,3.5,NA,21,0,NA,543310,4250510
BELTA08,9-May-08,UMCA,4974,Alive,NA,9.1,NA,15,0,NA,543310,4250510
BELTA08,9-May-08,UMCA,4931,Alive,NA,2.4,NA,31,0,NA,543310,4250510
BELTA08,9-May-08,UMCA,4930,Alive,NA,6.7,NA,22,0,NA,543310,4250510
BELTA08,9-May-08,UMCA,4973,Alive,NA,7.9,NA,12,0,NA,543310,4250510
BELTA08,9-May-08,UMCA,4933,Alive,NA,6.4,NA,31,0,NA,543310,4250510
BELTA08,9-May-08,UMCA,2112,Alive,NA,5.2,NA,40,0,NA,543310,4250510
BELTA08,9-May-08,UMCA,4972,Alive,NA,5.8,NA,21,0,NA,543310,4250510
BELTA08,9-May-08,UMCA,4934,Alive,NA,2.2,NA,32,0,NA,543310,4250510
BELTA08,9-May-08,UMCA,4969,Alive,NA,7.7,NA,32,0,NA,543310,4250510
BELTA08,9-May-08,UMCA,4922,Alive,NA,3.6,NA,22,0,NA,543310,4250510
BELTA08,9-May-08,UMCA,4921,Alive,NA,2.6,NA,16,0,NA,543310,4250510
BELTA08,9-May-08,QUAG,2111,Dead,NA,35,NA,NA,0,NA,543310,4250510
BELTA08,9-May-08,UMCA,4928,Alive,NA,4.9,NA,51,0,NA,543310,4250510
BELTA08,18-May-07,UMCA,6056,Alive,NA,13.5,NA,56,0,NA,543310,4250510
BELTA08,18-May-07,UMCA,4922,Alive,NA,3.6,NA,39,0,NA,543310,4250510
BELTA08,18-May-07,UMCA,4921,Alive,NA,2.6,NA,29,0,NA,543310,4250510
BELTA08,18-May-07,UMCA,4967,Alive,NA,2.8,NA,16,0,NA,543310,4250510
BELTA08,18-May-07,QUAG,2111,Dead,NA,35,NA,NA,0,NA,543310,4250510
BELTA08,9-May-08,UMCA,4920,Alive,NA,6.1,NA,28,0,NA,543310,4250510
BELTA08,18-May-07,UMCA,4929,Alive,NA,6.9,NA,61,0,NA,543310,4250510
BELTA08,9-May-08,QUAG,2110,Alive,NA,41,NA,NA,0,NA,543310,4250510
BELTA08,18-May-07,UMCA,4923,Alive,NA,10.6,NA,23,0,NA,543310,4250510
BELTA08,18-May-07,UMCA,4924,Alive,NA,8.4,NA,36,0,NA,543310,4250510
BELTA08,18-May-07,UMCA,4925,Alive,NA,11.5,NA,24,0,NA,543310,4250510
BELTA08,18-May-07,UMCA,4966,Dead,NA,3.3,NA,-9999,0,NA,543310,4250510
BELTA08,18-May-07,UMCA,4912,Alive,NA,9.2,NA,1,0,NA,543310,4250510
BELTA08,18-May-07,UMCA,4974,Alive,NA,9.1,NA,56,0,NA,543310,4250510
BELTA08,18-May-07,UMCA,4968,Alive,NA,5.1,NA,10,0,NA,543310,4250510
BELTA08,18-May-07,UMCA,4920,Alive,NA,6.1,NA,37,0,NA,543310,4250510
BELTA08,18-May-07,UMCA,4969,Alive,NA,7.7,NA,18,0,NA,543310,4250510
BELTA08,18-May-07,UMCA,4963,Alive,NA,5.5,NA,17,0,NA,543310,4250510
BELTA08,18-May-07,UMCA,2700,Alive,NA,4,NA,21,0,NA,543310,4250510
BELTA08,18-May-07,UMCA,4964,Alive,NA,14.4,NA,3,0,NA,543310,4250510
BELTA08,18-May-07,UMCA,4928,Alive,NA,4.9,NA,52,0,NA,543310,4250510
BELTA08,18-May-07,UMCA,4977,Alive,NA,10.5,NA,2,0,NA,543310,4250510
BELTA08,18-May-07,QUAG,2110,Alive,NA,41,NA,NA,0,NA,543310,4250510
BELTA08,18-May-07,UMCA,4984,Alive,NA,10.9,NA,8,0,NA,543310,4250510
BELTA08,18-May-07,UMCA,4934,Alive,NA,2.2,NA,19,0,NA,543310,4250510
BELTA08,18-May-07,UMCA,4972,Alive,NA,5.8,NA,60,0,NA,543310,4250510
BELTA08,18-May-07,UMCA,2112,Alive,NA,5.2,NA,71,0,NA,543310,4250510
BELTA08,18-May-07,UMCA,4933,Alive,NA,6.4,NA,51,0,NA,543310,4250510
BELTA08,18-May-07,UMCA,4973,Alive,NA,7.9,NA,27,0,NA,543310,4250510
BELTA08,18-May-07,UMCA,4976,Alive,NA,8.3,NA,4,0,NA,543310,4250510
BELTA08,9-May-08,UMCA,4963,Alive,NA,5.5,NA,13,0,NA,543310,4250510
BERGE01,14-Apr-09,UMCA,3636,Alive,NA,2.1,NA,21,0,NA,537633,4246497
BERGE01,14-Apr-09,UMCA,3635,Alive,NA,14.8,NA,49,0,NA,537633,4246497
BERGE01,14-Apr-09,UMCA,2770,Alive,NA,14.6,NA,73,0,NA,537633,4246497
BERGE01,14-Apr-09,UMCA,2769,Alive,NA,3.1,NA,52,0,NA,537633,4246497
BERGE01,14-Apr-09,UMCA,3637,Alive,NA,17.5,NA,45,0,NA,537633,4246497
BERGE01,14-Apr-09,UMCA,2768,Alive,NA,5.1,NA,41,0,NA,537633,4246497
BERGE01,14-Apr-09,UMCA,3639,Alive,NA,1.9,NA,31,0,NA,537633,4246497
BERGE01,14-Apr-09,UMCA,3641,Dead,NA,4.2,NA,-9999,0,NA,537633,4246497
BERGE01,14-Apr-09,UMCA,3642,Alive,NA,2.5,NA,50,0,NA,537633,4246497
BERGE01,14-Apr-09,UMCA,2767,Alive,NA,10.8,NA,49,0,NA,537633,4246497
BERGE01,14-Apr-09,UMCA,3643,Alive,NA,9.1,NA,42,0,NA,537633,4246497
BERGE01,14-Apr-09,UMCA,3633,Alive,NA,3.5,NA,61,0,NA,537633,4246497
BERGE01,14-Apr-09,UMCA,3645,Alive,NA,4.1,NA,21,0,NA,537633,4246497
BERGE01,14-Apr-09,UMCA,3632,Alive,NA,10.2,NA,25,0,NA,537633,4246497
BERGE01,14-Apr-09,UMCA,3646,Alive,NA,12.9,NA,25,0,NA,537633,4246497
BERGE01,14-Apr-09,QUAG,3608,Dead,NA,24.7,NA,NA,0,NA,537633,4246497
BERGE01,14-Apr-09,UMCA,3607,Alive,NA,8.7,NA,28,0,NA,537633,4246497
BERGE01,14-Apr-09,UMCA,1794,Alive,NA,3.3,NA,57,0,NA,537633,4246497
BERGE01,21-May-10,QUAG,3608,Dead,NA,24.7,NA,NA,0,NA,537633,4246497
BERGE01,14-Apr-09,UMCA,3609,Alive,NA,5.6,NA,30,0,NA,537633,4246497
BERGE01,14-Apr-09,UMCA,3610,Alive,NA,12.5,NA,42,0,NA,537633,4246497
BERGE01,14-Apr-09,UMCA,3644,Alive,NA,4.8,NA,19,0,NA,537633,4246497
BERGE01,14-Apr-09,UMCA,2761,Alive,NA,9.5,NA,41,0,NA,537633,4246497
BERGE01,14-Apr-09,UMCA,3605,Alive,NA,4.5,NA,36,0,NA,537633,4246497
BERGE01,14-Apr-09,UMCA,3606,Alive,NA,9.4,NA,24,0,NA,537633,4246497
BERGE01,14-Apr-09,UMCA,3617,Alive,NA,11.9,NA,23,0,NA,537633,4246497
BERGE01,14-Apr-09,UMCA,3618,Alive,NA,11.4,NA,11,0,NA,537633,4246497
BERGE01,14-Apr-09,UMCA,3619,Alive,NA,8.3,NA,2,0,NA,537633,4246497
BERGE01,14-Apr-09,UMCA,3620,Alive,NA,13.8,NA,19,0,NA,537633,4246497
BERGE01,14-Apr-09,UMCA,3621,Alive,NA,4.8,NA,34,0,NA,537633,4246497
BERGE01,14-Apr-09,UMCA,2759,Alive,NA,4.8,NA,58,0,NA,537633,4246497
BERGE01,14-Apr-09,UMCA,3622,Alive,NA,26.7,NA,31,0,NA,537633,4246497
BERGE01,14-Apr-09,UMCA,2760,Alive,NA,4.3,NA,37,0,NA,537633,4246497
BERGE01,14-Apr-09,UMCA,3623,Alive,NA,8.4,NA,8,0,NA,537633,4246497
BERGE01,14-Apr-09,UMCA,3634,Alive,NA,9.1,NA,15,0,NA,537633,4246497
BERGE01,14-Apr-09,UMCA,3625,Alive,NA,3.2,NA,31,0,NA,537633,4246497
BERGE01,14-Apr-09,UMCA,3613,Alive,NA,5.3,NA,30,0,NA,537633,4246497
BERGE01,14-Apr-09,UMCA,3626,Alive,NA,8,NA,79,0,NA,537633,4246497
BERGE01,14-Apr-09,UMCA,2762,Alive,NA,15.1,NA,36,0,NA,537633,4246497
BERGE01,14-Apr-09,UMCA,2763,Alive,NA,10.6,NA,48,0,NA,537633,4246497
BERGE01,14-Apr-09,UMCA,3627,Alive,NA,6.5,NA,40,0,NA,537633,4246497
BERGE01,14-Apr-09,UMCA,3628,Alive,NA,10.4,NA,45,0,NA,537633,4246497
BERGE01,14-Apr-09,UMCA,2764,Alive,NA,14.5,NA,6,0,NA,537633,4246497
BERGE01,14-Apr-09,UMCA,3629,X- Stem Missing,NA,14.4,NA,-9999,0,NA,537633,4246497
BERGE01,14-Apr-09,UMCA,3630,Alive,NA,3.1,NA,36,0,NA,537633,4246497
BERGE01,14-Apr-09,UMCA,3631,Alive,NA,8.9,NA,50,0,NA,537633,4246497
BERGE01,14-Apr-09,UMCA,2765,Alive,NA,6.7,NA,71,0,NA,537633,4246497
BERGE01,14-Apr-09,UMCA,1795,Alive,NA,7.4,NA,69,0,NA,537633,4246497
BERGE01,14-Apr-09,UMCA,2766,Dead,NA,1.9,NA,-9999,0,NA,537633,4246497
BERGE01,14-Apr-09,UMCA,3624,Alive,NA,6.1,NA,13,0,NA,537633,4246497
BERGE01,21-May-10,UMCA,3619,Alive,NA,8.3,NA,7,0,NA,537633,4246497
BERGE01,21-May-10,UMCA,3627,Alive,NA,6.5,NA,66,0,NA,537633,4246497
BERGE01,21-May-10,UMCA,2763,Alive,NA,10.6,NA,43,0,NA,537633,4246497
BERGE01,21-May-10,UMCA,2762,Alive,NA,15.1,NA,31,0,NA,537633,4246497
BERGE01,21-May-10,UMCA,3626,Alive,NA,8,NA,123,0,NA,537633,4246497
BERGE01,21-May-10,UMCA,2761,Alive,NA,9.5,NA,21,0,NA,537633,4246497
BERGE01,21-May-10,UMCA,3625,Alive,NA,3.2,NA,16,0,NA,537633,4246497
BERGE01,21-May-10,UMCA,3624,Alive,NA,6.1,NA,13,0,NA,537633,4246497
BERGE01,21-May-10,UMCA,3623,Alive,NA,8.4,NA,4,0,NA,537633,4246497
BERGE01,21-May-10,UMCA,2760,Alive,NA,4.3,NA,18,0,NA,537633,4246497
BERGE01,21-May-10,UMCA,3622,Alive,NA,26.7,NA,9,0,NA,537633,4246497
BERGE01,21-May-10,UMCA,2759,Alive,NA,4.8,NA,8,0,NA,537633,4246497
BERGE01,14-Apr-09,UMCA,3611,Alive,NA,10,NA,41,0,NA,537633,4246497
BERGE01,21-May-10,UMCA,3620,Alive,NA,13.8,NA,6,0,NA,537633,4246497
BERGE01,21-May-10,UMCA,3629,Alive,NA,14.4,NA,6,0,NA,537633,4246497
BERGE01,21-May-10,UMCA,3618,Alive,NA,11.4,NA,8,0,NA,537633,4246497
BERGE01,21-May-10,UMCA,3611,Alive,NA,10,NA,23,0,NA,537633,4246497
BERGE01,21-May-10,UMCA,3617,Alive,NA,11.9,NA,17,0,NA,537633,4246497
BERGE01,21-May-10,UMCA,3616,Alive,NA,2.6,NA,11,0,NA,537633,4246497
BERGE01,21-May-10,UMCA,1794,Alive,NA,3.3,NA,132,0,NA,537633,4246497
BERGE01,21-May-10,UMCA,3605,Alive,NA,4.5,NA,13,0,NA,537633,4246497
BERGE01,21-May-10,UMCA,3606,Alive,NA,9.4,NA,24,0,NA,537633,4246497
BERGE01,21-May-10,UMCA,3607,Alive,NA,8.7,NA,21,0,NA,537633,4246497
BERGE01,21-May-10,UMCA,3610,Alive,NA,12.5,NA,25,0,NA,537633,4246497
BERGE01,21-May-10,UMCA,3612,Alive,NA,10.1,NA,18,0,NA,537633,4246497
BERGE01,21-May-10,UMCA,3613,Alive,NA,5.3,NA,25,0,NA,537633,4246497
BERGE01,21-May-10,UMCA,3614,Alive,NA,7.1,NA,0,0,NA,537633,4246497
BERGE01,21-May-10,UMCA,3621,Alive,NA,4.8,NA,33,0,NA,537633,4246497
BERGE01,21-May-10,UMCA,2767,Alive,NA,10.8,NA,30,0,NA,537633,4246497
BERGE01,21-May-10,UMCA,3615,Alive,NA,2.6,NA,46,0,NA,537633,4246497
BERGE01,14-Apr-09,UMCA,3614,Alive,NA,7.1,NA,-9999,0,NA,537633,4246497
BERGE01,14-Apr-09,UMCA,3615,Alive,NA,2.6,NA,28,0,NA,537633,4246497
BERGE01,21-May-10,UMCA,3646,Alive,NA,12.9,NA,40,0,NA,537633,4246497
BERGE01,21-May-10,UMCA,2770,Alive,NA,14.6,NA,97,0,NA,537633,4246497
BERGE01,21-May-10,UMCA,3645,Alive,NA,4.1,NA,24,0,NA,537633,4246497
BERGE01,21-May-10,UMCA,3644,Alive,NA,4.8,NA,47,0,NA,537633,4246497
BERGE01,21-May-10,UMCA,3643,Alive,NA,9.1,NA,89,0,NA,537633,4246497
BERGE01,21-May-10,UMCA,2769,Alive,NA,3.1,NA,110,0,NA,537633,4246497
BERGE01,21-May-10,UMCA,3642,Alive,NA,2.5,NA,70,0,NA,537633,4246497
BERGE01,21-May-10,UMCA,3641,Dead,NA,4.2,NA,-9999,0,NA,537633,4246497
BERGE01,21-May-10,UMCA,3639,Alive,NA,1.9,NA,63,0,NA,537633,4246497
BERGE01,21-May-10,UMCA,3628,Alive,NA,10.4,NA,82,0,NA,537633,4246497
BERGE01,21-May-10,UMCA,3637,Alive,NA,17.5,NA,70,0,NA,537633,4246497
BERGE01,21-May-10,UMCA,2764,Alive,NA,14.5,NA,34,0,NA,537633,4246497
BERGE01,21-May-10,UMCA,3636,Alive,NA,2.1,NA,52,0,NA,537633,4246497
BERGE01,21-May-10,UMCA,3635,Alive,NA,14.8,NA,32,0,NA,537633,4246497
BERGE01,21-May-10,UMCA,3634,Alive,NA,9.1,NA,32,0,NA,537633,4246497
BERGE01,21-May-10,UMCA,3633,Alive,NA,3.5,NA,139,0,NA,537633,4246497
BERGE01,21-May-10,UMCA,3632,Alive,NA,10.2,NA,32,0,NA,537633,4246497
BERGE01,21-May-10,UMCA,2766,Dead,NA,1.9,NA,-9999,0,NA,537633,4246497
BERGE01,21-May-10,UMCA,1795,Alive,NA,7.4,NA,135,0,NA,537633,4246497
BERGE01,21-May-10,UMCA,2765,Alive,NA,6.7,NA,116,0,NA,537633,4246497
BERGE01,21-May-10,UMCA,3631,Alive,NA,8.9,NA,21,0,NA,537633,4246497
BERGE01,21-May-10,UMCA,3630,Alive,NA,3.1,NA,0,0,NA,537633,4246497
BERGE01,14-Apr-09,UMCA,3616,Alive,NA,2.6,NA,13,0,NA,537633,4246497
BERGE01,14-Apr-09,UMCA,3612,Alive,NA,10.1,NA,37,0,NA,537633,4246497
BERGE01,21-May-10,UMCA,2768,Alive,NA,5.1,NA,64,0,NA,537633,4246497
BERGE01,21-May-10,UMCA,3609,Alive,NA,5.6,NA,22,0,NA,537633,4246497
BERGE01,6-Jun-12,UMCA,2769,Alive,NA,3.1,3.8,54,0,NA,537633,4246497
BERGE01,6-Jun-12,UMCA,3643,Alive,NA,9.1,10,118,0,NA,537633,4246497
BERGE01,6-Jun-12,UMCA,3644,Alive,NA,4.8,5.1,26,0,NA,537633,4246497
BERGE01,6-Jun-12,UMCA,3645,Alive,NA,4.1,4.8,32,0,NA,537633,4246497
BERGE01,2-Jun-11,UMCA,3605,Alive,NA,4.5,NA,128,0,NA,537633,4246497
BERGE01,6-Jun-12,UMCA,3639,Alive,NA,1.9,2.3,41,0,NA,537633,4246497
BERGE01,2-Jun-11,UMCA,3606,Alive,NA,9.4,NA,105,0,NA,537633,4246497
BERGE01,2-Jun-11,UMCA,3607,Alive,NA,8.7,NA,64,0,NA,537633,4246497
BERGE01,6-Jun-12,UMCA,3646,Alive,NA,12.9,14,41,0,NA,537633,4246497
BERGE01,6-Jun-12,UMCA,3642,Alive,NA,2.5,3.3,26,0,NA,537633,4246497
BERGE01,6-Jun-12,UMCA,3634,Alive,NA,9.1,9.5,54,0,NA,537633,4246497
BERGE01,6-Jun-12,UMCA,2768,Alive,NA,5.1,6.1,34,0,NA,537633,4246497
BERGE01,6-Jun-12,UMCA,3637,Alive,NA,17.5,18.7,180,0,NA,537633,4246497
BERGE01,6-Jun-12,UMCA,2767,Alive,NA,10.8,11.3,31,0,NA,537633,4246497
BERGE01,2-Jun-11,UMCA,3609,Alive,NA,5.6,NA,6,0,NA,537633,4246497
BERGE01,2-Jun-11,UMCA,3619,Alive,NA,8.3,NA,12,0,NA,537633,4246497
BERGE01,6-Jun-12,UMCA,3635,Alive,NA,14.8,15.2,49,0,NA,537633,4246497
BERGE01,6-Jun-12,UMCA,3641,Dead,NA,4.2,4.1,-9999,0,NA,537633,4246497
BERGE01,2-Jun-11,UMCA,3618,Alive,NA,11.4,NA,18,0,NA,537633,4246497
BERGE01,2-Jun-11,UMCA,2761,Alive,NA,9.5,NA,38,0,NA,537633,4246497
BERGE01,2-Jun-11,UMCA,3624,Alive,NA,6.1,NA,28,0,NA,537633,4246497
BERGE01,6-Jun-12,QUAG,3608,Dead,NA,24.7,27.9,NA,0,NA,537633,4246497
BERGE01,2-Jun-11,UMCA,3622,Alive,NA,26.7,NA,11,0,NA,537633,4246497
BERGE01,2-Jun-11,UMCA,2760,Alive,NA,4.3,NA,83,0,NA,537633,4246497
BERGE01,2-Jun-11,UMCA,2759,Alive,NA,4.8,NA,0,0,NA,537633,4246497
BERGE01,2-Jun-11,UMCA,3621,Alive,NA,4.8,NA,83,0,NA,537633,4246497
BERGE01,2-Jun-11,UMCA,3617,Alive,NA,11.9,NA,88,0,NA,537633,4246497
BERGE01,6-Jun-12,UMCA,2762,Alive,NA,15.1,15.3,104,0,NA,537633,4246497
BERGE01,2-Jun-11,UMCA,3610,Alive,NA,12.5,NA,58,0,NA,537633,4246497
BERGE01,6-Jun-12,UMCA,3633,Alive,NA,3.5,3.7,96,0,NA,537633,4246497
BERGE01,2-Jun-11,UMCA,3616,Alive,NA,2.6,NA,34,0,NA,537633,4246497
BERGE01,2-Jun-11,UMCA,1794,Alive,NA,3.3,NA,166,0,NA,537633,4246497
BERGE01,2-Jun-11,UMCA,3615,Alive,NA,2.6,NA,105,0,NA,537633,4246497
BERGE01,2-Jun-11,UMCA,3614,Alive,NA,7.1,NA,18,0,NA,537633,4246497
BERGE01,2-Jun-11,UMCA,3613,Alive,NA,5.3,NA,39,0,NA,537633,4246497
BERGE01,2-Jun-11,UMCA,3612,Alive,NA,10.1,NA,26,0,NA,537633,4246497
BERGE01,2-Jun-11,UMCA,3611,Alive,NA,10,NA,29,0,NA,537633,4246497
BERGE01,2-Jun-11,UMCA,3620,Alive,NA,13.8,NA,9,0,NA,537633,4246497
BERGE01,6-Jun-12,UMCA,3611,Alive,NA,10,10.7,14,0,NA,537633,4246497
BERGE01,6-Jun-12,UMCA,3618,Alive,NA,11.4,12.3,30,0,NA,537633,4246497
BERGE01,6-Jun-12,UMCA,3617,Alive,NA,11.9,12.5,23,0,NA,537633,4246497
BERGE01,6-Jun-12,UMCA,3616,Alive,NA,2.6,2.7,15,0,NA,537633,4246497
BERGE01,6-Jun-12,UMCA,3636,Alive,NA,2.1,3.6,49,0,NA,537633,4246497
BERGE01,6-Jun-12,UMCA,1794,Alive,NA,3.3,3.7,167,0,NA,537633,4246497
BERGE01,6-Jun-12,UMCA,3615,Alive,NA,2.6,2.9,49,0,NA,537633,4246497
BERGE01,6-Jun-12,UMCA,3614,Dead,NA,7.1,7,-9999,0,NA,537633,4246497
BERGE01,6-Jun-12,UMCA,3627,Alive,NA,6.5,7.5,68,0,NA,537633,4246497
BERGE01,6-Jun-12,UMCA,3612,Alive,NA,10.1,10.7,5,0,NA,537633,4246497
BERGE01,6-Jun-12,UMCA,3621,Alive,NA,4.8,2.4,63,0,NA,537633,4246497
BERGE01,6-Jun-12,UMCA,3610,Alive,NA,12.5,13,66,0,NA,537633,4246497
BERGE01,6-Jun-12,UMCA,3609,Alive,NA,5.6,5.6,3,0,NA,537633,4246497
BERGE01,6-Jun-12,UMCA,3607,Alive,NA,8.7,9.3,73,0,NA,537633,4246497
BERGE01,6-Jun-12,UMCA,3606,Alive,NA,9.4,11,29,0,NA,537633,4246497
BERGE01,6-Jun-12,UMCA,3605,Alive,NA,4.5,4.7,9,0,NA,537633,4246497
BERGE01,2-Jun-11,UMCA,3626,Alive,NA,8,NA,200,0,NA,537633,4246497
BERGE01,2-Jun-11,UMCA,3625,Alive,NA,3.2,NA,17,0,NA,537633,4246497
BERGE01,6-Jun-12,UMCA,3613,Alive,NA,5.3,5.3,8,0,NA,537633,4246497
BERGE01,6-Jun-12,UMCA,3626,Alive,NA,8,9.1,206,0,NA,537633,4246497
BERGE01,6-Jun-12,UMCA,2766,Dead,NA,1.9,2.7,-9999,0,NA,537633,4246497
BERGE01,6-Jun-12,UMCA,1795,Alive,NA,7.4,7.9,150,0,NA,537633,4246497
BERGE01,6-Jun-12,UMCA,2765,Alive,NA,6.7,7.7,120,0,NA,537633,4246497
BERGE01,6-Jun-12,UMCA,3631,Alive,NA,8.9,9,62,0,NA,537633,4246497
BERGE01,6-Jun-12,UMCA,3630,Alive,NA,3.1,8,11,0,NA,537633,4246497
BERGE01,6-Jun-12,UMCA,3629,Alive,NA,14.4,15.9,6,0,NA,537633,4246497
BERGE01,6-Jun-12,UMCA,2764,Alive,NA,14.5,15.4,54,0,NA,537633,4246497
BERGE01,6-Jun-12,UMCA,3619,Alive,NA,8.3,9,8,0,NA,537633,4246497
BERGE01,6-Jun-12,UMCA,2763,Alive,NA,10.6,10.9,74,0,NA,537633,4246497
BERGE01,6-Jun-12,UMCA,3620,Alive,NA,13.8,14.9,21,0,NA,537633,4246497
BERGE01,6-Jun-12,UMCA,2761,Alive,NA,9.5,10.8,41,0,NA,537633,4246497
BERGE01,6-Jun-12,UMCA,3625,Alive,NA,3.2,3.3,28,0,NA,537633,4246497
BERGE01,6-Jun-12,UMCA,3624,Alive,NA,6.1,7.5,50,0,NA,537633,4246497
BERGE01,6-Jun-12,UMCA,3623,Alive,NA,8.4,8.8,23,0,NA,537633,4246497
BERGE01,6-Jun-12,UMCA,3622,Alive,NA,26.7,28.5,22,0,NA,537633,4246497
BERGE01,6-Jun-12,UMCA,2760,Alive,NA,4.3,7.8,14,0,NA,537633,4246497
BERGE01,6-Jun-12,UMCA,2759,Alive,NA,4.8,4.5,5,0,NA,537633,4246497
BERGE01,6-Jun-12,UMCA,3632,Alive,NA,10.2,11.7,79,0,NA,537633,4246497
BERGE01,6-Jun-12,UMCA,3628,Alive,NA,10.4,10.7,86,0,NA,537633,4246497
BERGE01,2-Jun-11,UMCA,2767,Alive,NA,10.8,NA,35,0,NA,537633,4246497
BERGE01,2-Jun-11,UMCA,3623,Alive,NA,8.4,NA,74,0,NA,537633,4246497
BERGE01,2-Jun-11,QUAG,3608,Dead,NA,24.7,NA,NA,0,NA,537633,4246497
BERGE01,2-Jun-11,UMCA,2770,Alive,NA,14.6,NA,148,0,NA,537633,4246497
BERGE01,2-Jun-11,UMCA,3646,Alive,NA,12.9,NA,20,0,NA,537633,4246497
BERGE01,2-Jun-11,UMCA,3645,Alive,NA,4.1,NA,31,0,NA,537633,4246497
BERGE01,2-Jun-11,UMCA,3644,Alive,NA,4.8,NA,48,0,NA,537633,4246497
BERGE01,2-Jun-11,UMCA,3643,Alive,NA,9.1,NA,69,0,NA,537633,4246497
BERGE01,2-Jun-11,UMCA,2769,Alive,NA,3.1,NA,65,0,NA,537633,4246497
BERGE01,2-Jun-11,UMCA,3642,Alive,NA,2.5,NA,67,0,NA,537633,4246497
BERGE01,2-Jun-11,UMCA,3641,Dead,NA,4.2,NA,-9999,0,NA,537633,4246497
BERGE01,2-Jun-11,UMCA,3639,Alive,NA,1.9,NA,83,0,NA,537633,4246497
BERGE01,2-Jun-11,UMCA,2762,Alive,NA,15.1,NA,56,0,NA,537633,4246497
BERGE01,2-Jun-11,UMCA,3637,Alive,NA,17.5,NA,178,0,NA,537633,4246497
BERGE01,2-Jun-11,UMCA,3636,Alive,NA,2.1,NA,41,0,NA,537633,4246497
BERGE01,2-Jun-11,UMCA,3630,Alive,NA,3.1,NA,30,0,NA,537633,4246497
BERGE01,2-Jun-11,UMCA,2763,Alive,NA,10.6,NA,47,0,NA,537633,4246497
BERGE01,2-Jun-11,UMCA,3627,Alive,NA,6.5,NA,100,0,NA,537633,4246497
BERGE01,2-Jun-11,UMCA,3628,Alive,NA,10.4,NA,137,0,NA,537633,4246497
BERGE01,2-Jun-11,UMCA,2768,Alive,NA,5.1,NA,112,0,NA,537633,4246497
BERGE01,2-Jun-11,UMCA,3629,Alive,NA,14.4,NA,4,0,NA,537633,4246497
BERGE01,2-Jun-11,UMCA,3635,Alive,NA,14.8,NA,32,0,NA,537633,4246497
BERGE01,2-Jun-11,UMCA,3631,Alive,NA,8.9,NA,104,0,NA,537633,4246497
BERGE01,2-Jun-11,UMCA,2765,Alive,NA,6.7,NA,131,0,NA,537633,4246497
BERGE01,2-Jun-11,UMCA,1795,Alive,NA,7.4,NA,150,0,NA,537633,4246497
BERGE01,2-Jun-11,UMCA,2766,Dead,NA,1.9,NA,-9999,0,NA,537633,4246497
BERGE01,2-Jun-11,UMCA,3632,Alive,NA,10.2,NA,98,0,NA,537633,4246497
BERGE01,2-Jun-11,UMCA,3633,Alive,NA,3.5,NA,125,0,NA,537633,4246497
BERGE01,2-Jun-11,UMCA,3634,Alive,NA,9.1,NA,19,0,NA,537633,4246497
BERGE01,2-Jun-11,UMCA,2764,Alive,NA,14.5,NA,101,0,NA,537633,4246497
BERGE01,6-Jun-12,UMCA,2770,Alive,NA,14.6,13.5,125,0,NA,537633,4246497
BERGE01,15-Jun-04,UMCA,2764,Alive,NA,14.5,NA,0,0,NA,537633,4246497
BERGE01,15-Jun-04,UMCA,3613,Alive,NA,5.3,NA,90,0,NA,537633,4246497
BERGE01,15-Jun-04,UMCA,3612,Alive,NA,10.1,NA,6,0,NA,537633,4246497
BERGE01,15-Jun-04,UMCA,3611,Alive,NA,10,NA,0,0,NA,537633,4246497
BERGE01,15-Jun-04,UMCA,3614,Alive,NA,7.1,NA,3,0,NA,537633,4246497
BERGE01,15-Jun-04,UMCA,3609,Alive,NA,5.6,NA,1,0,NA,537633,4246497
BERGE01,15-Jun-04,UMCA,3607,Alive,NA,8.7,NA,11,0,NA,537633,4246497
BERGE01,15-Jun-04,UMCA,3606,Alive,NA,9.4,NA,31,0,NA,537633,4246497
BERGE01,15-Jun-04,UMCA,3605,Alive,NA,4.5,NA,10,0,NA,537633,4246497
BERGE01,15-Jun-04,UMCA,3610,Alive,NA,12.5,NA,0,0,NA,537633,4246497
BERGE01,17-Apr-06,UMCA,3618,Alive,NA,11.4,NA,15,0,NA,537633,4246497
BERGE01,15-Jun-04,UMCA,3636,Alive,NA,2.1,NA,36,0,NA,537633,4246497
BERGE01,15-Jun-04,UMCA,2767,Alive,NA,10.8,NA,1,0,NA,537633,4246497
BERGE01,15-Jun-04,UMCA,2768,Alive,NA,5.1,NA,2,0,NA,537633,4246497
BERGE01,15-Jun-04,UMCA,3641,Alive,NA,4.2,NA,0,0,NA,537633,4246497
